Full Management address,Service Name,Service Number,Enrollment total,Max licensed positions total,Count Service Number,Owner name,Funder name,Company source link,Owner source link,Additional source if necessary,Methodology to link,Notes
"P O Box 5484, Dunedin Dunedin 9058",Kiddies Campus Early Learning Centre,65151,54,50,1,,,,,,,
"P O Box 5484, Dunedin Dunedin 9058 Total",,,54,50,1,,,,,,,
"P O Box 54217, The Marina Auckland 2144",Saplings Early Learning Limited,45174,102,100,1,,,,,,,
"P O Box 54217, The Marina Auckland 2144 Total",,,102,100,1,,,,,,,
"P O Box 54065, The Marina Manukau 2144",Bear Park St Heliers,20017,72,60,1,,,,,,,
"P O Box 54065, The Marina Manukau 2144 Total",,,72,60,1,,,,,,,
"P O Box 540, Christchurch Mail Centre Christchurch 8140",Te Waka Huruhurumanu ki Otautahi Early Learning Centre,65143,30,50,1,,,,,,,
"P O Box 540, Christchurch Mail Centre Christchurch 8140 Total",,,30,50,1,,,,,,,
"P O Box 539,  Paraparaumu",Foxton Preschool and Nursery,45931,101,90,1,,,,,,,
"P O Box 539,  Paraparaumu Total",,,101,90,1,,,,,,,
"P O Box 538, Napier Hawkes Bay 4140",Pelega O Matua Fanau,55421,11,20,1,,,,,,,
"P O Box 538, Napier Hawkes Bay 4140 Total",,,11,20,1,,,,,,,
"P O Box 5310,  Wellington 6145",South Wellington Montessori School,60368,10,29,1,,,,,,,
"P O Box 5310,  Wellington 6145 Total",,,10,29,1,,,,,,,
"P O Box 53035, Cannons Creek Wellington 5243",Aiga Paia A'oga Amata,60338,22,30,1,,,,,,,
"P O Box 53035, Cannons Creek Wellington 5243 Total",,,22,30,1,,,,,,,
"P O Box 53009, Cannons Creek Porirua 5240",Porirua Whānau Centre Childcare,55382,44,58,1,,,,,,,
"P O Box 53009, Cannons Creek Porirua 5240 Total",,,44,58,1,,,,,,,
"P O Box 530,  Taupo 3351",Four Seasons Rudolf Steiner Kindergarten,45608,31,30,1,,,,,,,
"P O Box 530,  Taupo 3351 Total",,,31,30,1,,,,,,,
"P O Box 527,  Kerikeri 0245",The Ridge Childcare,45727,41,71,1,,,,,,,
"P O Box 527,  Kerikeri 0245 Total",,,41,71,1,,,,,,,
"P O Box 522,  Kaitaia 0441",Nga Wawata Educare Limited,46036,21,30,1,,,,,,,
"P O Box 522,  Kaitaia 0441 Total",,,21,30,1,,,,,,,
"P O Box 516, Tokoroa Waikato 3444",Ra-itu Koanga Reo,30118,18,27,1,,,,,,,
"P O Box 516, Tokoroa Waikato 3444 Total",,,18,27,1,,,,,,,
"P O Box 51538, Pakuranga Heights South Auckland 2140",Pakuranga Baptist Kindergarten,25041,30,40,1,,,,,,,
"P O Box 51538, Pakuranga Heights South Auckland 2140 Total",,,30,40,1,,,,,,,
"P O Box 513, Picton Blenheim 7240",Picton Preschool,65170,27,30,1,,,,,,,
"P O Box 513, Picton Blenheim 7240 Total",,,27,30,1,,,,,,,
"P O Box 509, Rangiora Christchurch 7440",Fernside Preschool Limited,70166,76,62,1,,,,,,,
"P O Box 509, Rangiora Christchurch 7440 Total",,,76,62,1,,,,,,,
"P O Box 5085, Greenmeadows Napier 4145",Footsteps Adventist Preschool,55077,33,50,1,,,,,,,
"P O Box 5085, Greenmeadows Napier 4145 Total",,,33,50,1,,,,,,,
"P O Box 5081, Rotorua West Rotorua 3044",Pathways Rudolf Steiner Kindergarten,40053,26,20,1,,,,,,,
"P O Box 5081, Rotorua West Rotorua 3044 Total",,,26,20,1,,,,,,,
"P O Box 50375,  Porirua 5240",Little Adventurers' Early Learning Centre,46064,53,55,1,,,,,,,
"P O Box 50375,  Porirua 5240 Total",,,53,55,1,,,,,,,
"P O Box 50355, Elsdon Porirua 5022",Te Puna Reo o Ngāti Toa,46375,43,50,1,,,,,,,
"P O Box 50355, Elsdon Porirua 5022 Total",,,43,50,1,,,,,,,
"P O Box 5008, Terrace End Palmerston North 4441",Te Korio Children's Centre,52516,74,91,1,,,,,,,
"P O Box 5008, Terrace End Palmerston North 4441 Total",,,74,91,1,,,,,,,
"P O Box 5, Silverdale North Shore City 0944",Fantails Childcare - Silverdale,46293,111,110,1,,,,,,,
"P O Box 5, Silverdale North Shore City 0944 Total",,,111,110,1,,,,,,,
"P O Box 48085, Silverstream Wellington 5142",Marlborough St Childcare Centre,60297,31,30,1,,,,,,,
"P O Box 48085, Silverstream Wellington 5142 Total",,,31,30,1,,,,,,,
"P O Box 48056, Blockhouse Bay Auckland 0644",Blockhouse Bay Christian Kindergarten,20563,42,50,1,,,,,,,
"P O Box 48056, Blockhouse Bay Auckland 0644 Total",,,42,50,1,,,,,,,
"P O Box 478,  Masterton 5840",Ko Te Aroha,60101,27,30,1,,,,,,,
"P O Box 478,  Masterton 5840 Total",,,27,30,1,,,,,,,
"P O Box 47755, Ponsonby Auckland 1144",The Learning Centre Ltd,25335,54,50,1,,,,,,,
"P O Box 47755, Ponsonby Auckland 1144 Total",,,54,50,1,,,,,,,
"P O Box 47625, Auckland City Auckland 1144",All Saints Early Learning Centre,20486,19,20,1,,,,,,,
"P O Box 47625, Auckland City Auckland 1144 Total",,,19,20,1,,,,,,,
"P O Box 474,  New Plymouth 4340",New Plymouth YMCA Childcare Centre,50521,52,49,1,,,,,,,
"P O Box 474,  New Plymouth 4340 Total",,,52,49,1,,,,,,,
"P O Box 462, Warkworth Auckland 0941",Natures Nest Early Learning Centre,45737,84,80,1,,,,,,,
"P O Box 462, Warkworth Auckland 0941 Total",,,84,80,1,,,,,,,
"P O Box 456,  Rotorua 3040",Atawhai Childcare,40094,42,60,1,,,,,,,
"P O Box 456,  Rotorua 3040 Total",,,42,60,1,,,,,,,
"P O Box 45094, Te Atatu Auckland 0610",The Fire Station,46572,132,120,1,,,,,,,
"P O Box 45094, Te Atatu Auckland 0610 Total",,,132,120,1,,,,,,,
"P O Box 45042, Te Atatu Peninsula Waitakere 0651",Fetufa Tokelau Akoga Kamata Early Childhood Centre,25322,16,30,1,,,,,,,
"P O Box 45042, Te Atatu Peninsula Waitakere 0651 Total",,,16,30,1,,,,,,,
"P O Box 444, Pukekohe South Auckland 2340",Treetops ELC Pukekohe,47774,65,100,1,,,,,,,
"P O Box 444, Pukekohe South Auckland 2340 Total",,,65,100,1,,,,,,,
"P O Box 44250, Parnell Auckland 1246",Child's Time Penrose,46616,74,82,1,,,,,,,
"P O Box 44250, Parnell Auckland 1246 Total",,,74,82,1,,,,,,,
"P O Box 4420, Mount Maunganui South Tauranga 3149",Biggles Early Learning Limited,46618,39,28,1,,,,,,,
"P O Box 4420, Mount Maunganui South Tauranga 3149 Total",,,39,28,1,,,,,,,
"P O Box 4420, Mount Maunganui South Mount Maunganui 3149",Biggles @ The Mount,47751,72,60,1,,,,,,,
"P O Box 4420, Mount Maunganui South Mount Maunganui 3149 Total",,,72,60,1,,,,,,,
"P O Box 43328, Mangere Auckland 2153",oneCHILD Ta'i Tamati Turanga Rangatira,48091,7,30,1,,,,,,,
"P O Box 43328, Mangere Auckland 2153 Total",,,7,30,1,,,,,,,
"P O Box 43247, Mangere South Auckland 2022",Pukapuka Preschool,25005,16,30,1,,,,,,,
"P O Box 43247, Mangere South Auckland 2022 Total",,,16,30,1,,,,,,,
"P O Box 43182, Mangere Auckland 2153",Kia Orana Punanga Reo ECE Limited,10180,23,32,1,,,,,,,
"P O Box 43182, Mangere Auckland 2153 Total",,,23,32,1,,,,,,,
"P O Box 43161, Wainuiomata Lower Hutt 5014",Pukeatua Childcare Centre,46195,26,34,1,,,,,,,
"P O Box 43161, Wainuiomata Lower Hutt 5014 Total",,,26,34,1,,,,,,,
"P O Box 4237, Marewa Napier 4143",Fanau a le Tupu A'oga Amata,30244,0,48,1,,,,,,,
"P O Box 4237, Marewa Napier 4143 Total",,,0,48,1,,,,,,,
"P O Box 4226, Whanganui Mail Centre Whanganui 4541",Whanganui Montessori Preschool,51528,44,50,1,,,,,,,
"P O Box 4226, Whanganui Mail Centre Whanganui 4541 Total",,,44,50,1,,,,,,,
"P O Box 422, Tokoroa Waikato 3444",Samoa Taumafai Aoga Amata,30175,27,34,1,,,,,,,
"P O Box 422, Tokoroa Waikato 3444 Total",,,27,34,1,,,,,,,
"P O Box 42122, Wainuiomata Lower Hutt 5049",Pukeatua Kōhanga Reo,45553,53,80,1,,,,,,,
"P O Box 42122, Wainuiomata Lower Hutt 5049 Total",,,53,80,1,,,,,,,
"P O Box 418,  Waiuku 2341",Waiuku Early Learners,25083,33,38,1,,,,,,,
"P O Box 418,  Waiuku 2341 Total",,,33,38,1,,,,,,,
"P O Box 4161, Manawatu Mail Centre Palmerston North 4442",Malamalama Moni Aoga Amata EFKS PN,52541,4,50,1,,,,,,,
"P O Box 4161, Manawatu Mail Centre Palmerston North 4442 Total",,,4,50,1,,,,,,,
"P O Box 41486, Mount Roskill Auckland 1440",Kiddie Academy Early Learning Centre,47757,89,110,1,,,,,,,
"P O Box 41486, Mount Roskill Auckland 1440 Total",,,89,110,1,,,,,,,
"P O Box 412, Seventh Avenue Tauranga 3140",Harakeke Early Learning Centre,30084,60,80,1,,,,,,,
"P O Box 412, Seventh Avenue Tauranga 3140 Total",,,60,80,1,,,,,,,
"P O Box 41011, Ferrymead Christchurch 8247",Moa Kids Community Early Learning Centre Inc,70459,72,50,1,,,,,,,
"P O Box 41011, Ferrymead Christchurch 8247 Total",,,72,50,1,,,,,,,
"P O Box 41007, Saint Lukes Auckland 1025",Bambinos Early Childhood Centre,25324,129,113,1,GGG Limited,"Nevket Trustees Limited, Keti Ana Grgicevich, Neven Antony Grgicevich",https://bambinos.co.nz/our-centres/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1869243/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1869243,,Address and management match,Keti Grgicevich is management. I think the Grgicevich family may own multiple childcare centers but no exact name/address match. 
"P O Box 41007, Saint Lukes Auckland 1025 Total",,,129,113,1,GGG Limited,"Nevket Trustees Limited, Keti Ana Grgicevich, Neven Antony Grgicevich",https://bambinos.co.nz/our-centres/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1869243/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1869243,,Address and management match,Keti Grgicevich is management. I think the Grgicevich family may own multiple childcare centers but no exact name/address match. 
"P O Box 410,  Hastings",Central Hastings Early Learning Centre,47253,79,100,1,,,,,,,
"P O Box 410,  Hastings Total",,,79,100,1,,,,,,,
"P O Box 41, Ngongotaha Rotorua 3041",Ngongotaha Early Learning Centre,40344,63,60,1,,,,,,,
"P O Box 41, Ngongotaha Rotorua 3041 Total",,,63,60,1,,,,,,,
"P O Box 40830, Glenfield Auckland 0747",Treasure Tree Home-Based Childcare,47267,79,80,1,,,,,,,
"P O Box 40830, Glenfield Auckland 0747 Total",,,79,80,1,,,,,,,
"P O Box 40581, Glenfield Auckland 0626",Hātea Early Learning Centre,46117,18,24,1,,,,,,,
"P O Box 40581, Glenfield Auckland 0626 Total",,,18,24,1,,,,,,,
"P O Box 4056,  Mount Maunganui 3149",Bambinos Early Childhood Centre (Tawa St),46186,52,50,1,GGG Limited,"Nevket Trustees Limited, Keti Ana Grgicevich, Neven Antony Grgicevich",https://bambinos.co.nz/our-centres/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1869243/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1869243,,Address and management match,Keti Grgicevich is management. I think the Grgicevich family may own multiple childcare centers but no exact name/address match. 
"P O Box 4056,  Mount Maunganui 3149 Total",,,52,50,1,GGG Limited,"Nevket Trustees Limited, Keti Ana Grgicevich, Neven Antony Grgicevich",https://bambinos.co.nz/our-centres/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1869243/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1869243,,Address and management match,Keti Grgicevich is management. I think the Grgicevich family may own multiple childcare centers but no exact name/address match. 
"P O Box 4052, Western Heights Rotorua 3047",Agape Christian Preschool,40304,63,60,1,,,,,,,
"P O Box 4052, Western Heights Rotorua 3047 Total",,,63,60,1,,,,,,,
"P O Box 405,  Kaiapoi 7644",HoNey BeeZ Preschool & Nursery,45079,36,35,1,,,,,,,
"P O Box 405,  Kaiapoi 7644 Total",,,36,35,1,,,,,,,
"P O Box 404304, Puhoi Auckland 0951",Smoochie McGill Early Learning,10039,34,33,1,,,,,,,
"P O Box 404304, Puhoi Auckland 0951 Total",,,34,33,1,,,,,,,
"P O Box 40391, Glenfield North Shore City 0747",Bayview Early Learning Centre,10248,42,36,1,,,,,,,
"P O Box 40391, Glenfield North Shore City 0747 Total",,,42,36,1,,,,,,,
"P O Box 4035, Wellington Wellington 6140",Polyhigh Community Childcare Centre,60189,46,50,1,,,,,,,
"P O Box 4035, Wellington Wellington 6140 Total",,,46,50,1,,,,,,,
"P O Box 403088,  Whangarei 0154",Pipis Childcare and Preschool,45296,43,47,1,,,,,,,
"P O Box 403088,  Whangarei 0154 Total",,,43,47,1,,,,,,,
"P O Box 4022, Saint Kilda Dunedin 9012",Rainbow Preschool,83027,147,75,1,,,,,,,
"P O Box 4022, Saint Kilda Dunedin 9012 Total",,,147,75,1,,,,,,,
"P O Box 396,  Morrinsville 3340",Morrinsville Kids Ltd,46590,99,80,1,,,,,,,
"P O Box 396,  Morrinsville 3340 Total",,,99,80,1,,,,,,,
"P O Box 392,  New Plymouth 4340",New Plymouth Montessori Association,50511,89,108,1,,,,,,,
"P O Box 392,  New Plymouth 4340 Total",,,89,108,1,,,,,,,
"P O Box 38915, Howick Auckland 2145",Uxbridge Early Learning Centre,25081,38,24,1,,,,,,,
"P O Box 38915, Howick Auckland 2145 Total",,,38,24,1,,,,,,,
"P O Box 38701, Howick Auckland 2145",The Learning Ladder,45905,47,50,1,,,,,,,
"P O Box 38701, Howick Auckland 2145 Total",,,47,50,1,,,,,,,
"P O Box 38590, Howick South Auckland 2145",St Andrews Chilton Kindergarten,25009,17,35,1,,,,,,,
"P O Box 38590, Howick South Auckland 2145 Total",,,17,35,1,,,,,,,
"P O Box 384, Tokoroa Waikato 3444",St Lukes Mokopuna Apii Punanga Reo Inc,47575,26,50,1,,,,,,,
"P O Box 384, Tokoroa Waikato 3444 Total",,,26,50,1,,,,,,,
"P O Box 374,  Hawera 4640",Kiwi Clubhouse Learning Centre,40228,74,50,1,,,,,,,
"P O Box 374,  Hawera 4640 Total",,,74,50,1,,,,,,,
"P O Box 37356, Halswell Christchurch 8245",Seedlings Early Learning Centre,46309,100,75,1,,,,,,,
"P O Box 37356, Halswell Christchurch 8245 Total",,,100,75,1,,,,,,,
"P O Box 37356, Halswell Christchurch 8025",Seedlings Early Learning Centre Knights Stream Park,47132,95,75,1,,,,,,,
"P O Box 37356, Halswell Christchurch 8025 Total",,,95,75,1,,,,,,,
"P O Box 37273, Halswell Christchurch 8025",Montessori STARS,65039,28,24,1,,,,,,,
"P O Box 37273, Halswell Christchurch 8025 Total",,,28,24,1,,,,,,,
"P O Box 37138, Stokes Valley Lower Hutt 5019",Stokes Valley Community Childcare Centre Inc.,46817,17,32,1,,,,,,,
"P O Box 37138, Stokes Valley Lower Hutt 5019 Total",,,17,32,1,,,,,,,
"P O Box 37,  Stewart Island 9846",Stewart Island EC Education Centre,65152,10,13,1,,,,,,,
"P O Box 37,  Stewart Island 9846 Total",,,10,13,1,,,,,,,
"P O Box 36452, Auckland City Auckland 0748",Onepoto Awhina Educare Centre,20124,5,20,1,,,,,,,
"P O Box 36452, Auckland City Auckland 0748 Total",,,5,20,1,,,,,,,
"P O Box 36450, Northcote Auckland 0748",Akoteu To'o Lelei,10137,22,35,1,,,,,,,
"P O Box 36450, Northcote Auckland 0748 Total",,,22,35,1,,,,,,,
"P O Box 36,  Waipara 7474",Deb's Place Early Learning Centre,48027,45,59,1,,,,,,,
"P O Box 36,  Waipara 7474 Total",,,45,59,1,,,,,,,
"P O Box 36,  Te Kuiti 3941",Te Pukeiti Early Childhood Centre,46211,42,50,1,,,,,,,
"P O Box 36,  Te Kuiti 3941 Total",,,42,50,1,,,,,,,
"P O Box 36,  Pukekohe 2340",Young Explorers Early Learning Centre,45540,53,40,1,,,,,,,
"P O Box 36,  Pukekohe 2340 Total",,,53,40,1,,,,,,,
"P O Box 36,  Carterton",Just Us Kids,55379,41,34,1,,,,,,,
"P O Box 36,  Carterton Total",,,41,34,1,,,,,,,
"P O Box 356, Gisborne Gisborne 4040",Gisborne Community Early Education Centre Te Whare Tiaki Tamariki Inc,55004,61,50,1,,,,,,,
"P O Box 356, Gisborne Gisborne 4040 Total",,,61,50,1,,,,,,,
"P O Box 35348, Browns Bay North Shore City 0753",East Coast Bays Community Creche,20043,45,31,1,,,,,,,
"P O Box 35348, Browns Bay North Shore City 0753 Total",,,45,31,1,,,,,,,
"P O Box 35211, Browns Bay North Shore City 0753",City Impact Church Care and Education,10016,60,128,1,,,,,,,
"P O Box 35211, Browns Bay North Shore City 0753 Total",,,60,128,1,,,,,,,
"P O Box 35211, Browns Bay Auckland 0753",City Impact Church Childcare - North Shore,47820,143,150,1,,,,,,,
"P O Box 35211, Browns Bay Auckland 0753 Total",,,143,150,1,,,,,,,
"P O Box 351,  Te Awamutu 3840",The Barnyard,45414,95,75,1,,,,,,,
"P O Box 351,  Te Awamutu 3840 Total",,,95,75,1,,,,,,,
"P O Box 35078, Naenae Wellington 5041",Conductive Education Wellington,55360,14,20,1,,,,,,,
"P O Box 35078, Naenae Wellington 5041 Total",,,14,20,1,,,,,,,
"P O Box 35, Colville Waikato 3547",Colville Bay Pre-School,34045,14,20,1,,,,,,,
"P O Box 35, Colville Waikato 3547 Total",,,14,20,1,,,,,,,
"P O Box 34801, Birkenhead Auckland 0746",Childspace Preschool,20033,35,37,1,,,,,,,
"P O Box 34801, Birkenhead Auckland 0746 Total",,,35,37,1,,,,,,,
"P O Box 348, Ashburton Ashburton 7740",Ashburton Montessori Preschool,70037,54,50,1,,,,,,,
"P O Box 348, Ashburton Ashburton 7740 Total",,,54,50,1,,,,,,,
"P O Box 34295, Birkenhead Auckland 0746",Country Kids,10172,54,50,1,,,,,,,
"P O Box 34295, Birkenhead Auckland 0746 Total",,,54,50,1,,,,,,,
"P O Box 34050, Pirongia Waikato 3844",Impressions Childcare Centre,30291,117,143,1,,,,,,,
"P O Box 34050, Pirongia Waikato 3844 Total",,,117,143,1,,,,,,,
"P O Box 33843, Takapuna North Shore City 0740",Child Pre-School Education Ltd,25406,95,128,1,,,,,,,
"P O Box 33843, Takapuna North Shore City 0740 Total",,,95,128,1,,,,,,,
"P O Box 3342, Onerahi Whangarei 0142",Simply Kids Preschool,10227,5,28,1,,,,,,,
"P O Box 3342, Onerahi Whangarei 0142 Total",,,5,28,1,,,,,,,
"P O Box 334082, Sunnynook Auckland 0743",Busy Minds Early Learning Centre,20550,36,41,1,,,,,,,
"P O Box 334082, Sunnynook Auckland 0743 Total",,,36,41,1,,,,,,,
"P O Box 33299, Barrington Christchurch 8024",Kidditech Early Learning Centre,70095,42,30,1,,,,,,,
"P O Box 33299, Barrington Christchurch 8024 Total",,,42,30,1,,,,,,,
"P O Box 332,  Paihia 0247",Te Waenganui Childcare Centre,46580,27,30,1,,,,,,,
"P O Box 332,  Paihia 0247 Total",,,27,30,1,,,,,,,
"P O Box 33, Tokomaru Manawatu 4864",Tokomaru Early Childhood Centre Inc.,52548,30,28,1,,,,,,,
"P O Box 33, Tokomaru Manawatu 4864 Total",,,30,28,1,,,,,,,
"P O Box 3242, Richmond Nelson 7050",The Ark Preschool,65421,60,42,1,,,,,,,
"P O Box 3242, Richmond Nelson 7050 Total",,,60,42,1,,,,,,,
"P O Box 32006, Linwood Christchurch 8147",Tafesilafa'i Early Learning Centre (TELC),70550,21,30,1,,,,,,,
"P O Box 32006, Linwood Christchurch 8147 Total",,,21,30,1,,,,,,,
"P O Box 31679, Milford North Shore City 0741",Milford Baptist Kindergarten,20107,57,42,1,,,,,,,
"P O Box 31679, Milford North Shore City 0741 Total",,,57,42,1,,,,,,,
"P O Box 31655, Milford North Shore City 0741",Natural Steps Albany,46090,79,80,1,,,,,,,
"P O Box 31655, Milford North Shore City 0741 Total",,,79,80,1,,,,,,,
"P O Box 31655, Milford Auckland 0741",Natural Steps Early Childhood Centre (Ellerslie Village),10138,70,65,1,,,,,,,
"P O Box 31655, Milford Auckland 0741 Total",,,70,65,1,,,,,,,
"P O Box 313,  Stratford 4352",Gr8 Kidz Childcare and Learning Centre,50039,48,50,1,,,,,,,
"P O Box 313,  Stratford 4352 Total",,,48,50,1,,,,,,,
"P O Box 312,  Westport 7866",Westport Early Learning Centre,65603,67,51,1,,,,,,,
"P O Box 312,  Westport 7866 Total",,,67,51,1,,,,,,,
"P O Box 31, Whitford South Auckland 2149",Whitford Early Learning Centre,25349,85,107,1,,,,,,,
"P O Box 31, Whitford South Auckland 2149 Total",,,85,107,1,,,,,,,
"P O Box 31, Okaihau Whangarei 0447",Whiz Kids,45570,32,35,1,,,,,,,
"P O Box 31, Okaihau Whangarei 0447 Total",,,32,35,1,,,,,,,
"P O Box 3084, Christchurch Central Christchurch 8140",Te Pito o te Puna Wai o Waipapa - Hagley Community Preschool,48026,36,43,1,,,,,,,
"P O Box 3084, Christchurch Central Christchurch 8140 Total",,,36,43,1,,,,,,,
"P O Box 3082, Kaiti Gisborne 4041",Cornerstone Pre-School,55012,27,30,1,,,,,,,
"P O Box 3082, Kaiti Gisborne 4041 Total",,,27,30,1,,,,,,,
"P O Box 3072, Kaiti Gisborne 4010",Te Puna Reo O Puhi Kaiti,45087,33,37,1,,,,,,,
"P O Box 3072, Kaiti Gisborne 4010 Total",,,33,37,1,,,,,,,
"P O Box 306,  Silverdale 0944",Inspiring Kids Early Learning Limited,45180,85,122,1,,,,,,,
"P O Box 306,  Silverdale 0944 Total",,,85,122,1,,,,,,,
"P O Box 305178, Triton Plaza Auckland 0757",Kowhai Kids Early Learning Centre,45230,55,80,1,,,,,,,
"P O Box 305178, Triton Plaza Auckland 0757 Total",,,55,80,1,,,,,,,
"P O Box 304021, Hauraki North Shore City 0750",The Learning Space,25271,23,23,1,,,,,,,
"P O Box 304021, Hauraki North Shore City 0750 Total",,,23,23,1,,,,,,,
"P O Box 304021, Hauraki North Shore City 0622",Belmont Learning Space,47576,42,39,1,,,,,,,
"P O Box 304021, Hauraki North Shore City 0622 Total",,,42,39,1,,,,,,,
"P O Box 303397, North Harbour North Shore City 0751",Bear Park Childcare Mairangi Bay,20334,84,83,1,,,,,,,
"P O Box 303397, North Harbour North Shore City 0751 Total",,,84,83,1,,,,,,,
"P O Box 303,  Kerikeri 0245",Nurture by Nature Early Childhood Centre,20004,52,50,1,,,,,,,
"P O Box 303,  Kerikeri 0245 Total",,,52,50,1,,,,,,,
"P O Box 302746, Albany Auckland 0751",Little Steps Montessori Preschool,46400,17,30,1,,,,,,,
"P O Box 302746, Albany Auckland 0751 Total",,,17,30,1,,,,,,,
"P O Box 302177, North Harbour Auckland 0751",Just Kidz Kelston,47789,81,90,1,,,,,,,
"P O Box 302177, North Harbour Auckland 0751 Total",,,81,90,1,,,,,,,
"P O Box 301514, Albany Auckland 0752",Kiddy Winkles Westgate,46836,101,100,1,,,,,,,
"P O Box 301514, Albany Auckland 0752 Total",,,101,100,1,,,,,,,
"P O Box 301514, Albany Auckland 0622",Kiddy Winkles Huapai,48010,58,110,1,,,,,,,
"P O Box 301514, Albany Auckland 0622 Total",,,58,110,1,,,,,,,
"P O Box 301,  Mosgiel 9024",East Taieri Preschool Inc,83013,46,35,1,,,,,,,
"P O Box 301,  Mosgiel 9024 Total",,,46,35,1,,,,,,,
"P O Box 30090,  Lower Hutt 5040",Chilton St James Preschool - Waterloo,60304,48,80,1,,,,,,,
"P O Box 30090,  Lower Hutt 5040 Total",,,48,80,1,,,,,,,
"P O Box 300312, Albany North Shore City 0752",Albany Community Preschool,20002,52,40,1,,,,,,,
